epiweek,release_date,% WEIGHTED ILI,% UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
200905,2013-12-31,2.96686053291814,2.86057440108485,4606,8882,18268,1580,638613
200906,2013-12-31,3.57353697615211,3.34210493842395,5064,11215,21667,1569,648304
200907,2013-12-31,3.36652900665455,3.20565881556174,4848,9851,20022,1543,624583
200908,2013-12-31,3.29619584830173,3.10049077206011,4694,10092,20450,1544,659573
200909,2013-12-31,3.17226797580573,2.95818501770163,4420,9116,18441,1534,623389
200910,2013-12-31,2.58040499453689,2.46380584375666,4046,7446,15711,1524,637672
200911,2013-12-31,2.42922285573919,2.19272241425724,3657,6036,13277,1494,605503
200912,2013-12-31,1.99027929209984,1.8739459054282,3237,5052,11400,1470,608342
200913,2013-12-31,1.72422584359491,1.64816901360434,2829,4283,9669,1440,586651
200914,2013-12-31,1.60354839431917,1.49877759274351,2577,3407,8460,1422,564460
200915,2013-12-31,1.2841784961947,1.29232674286062,2371,2761,7222,1415,558837
200916,2013-12-31,1.29320023073958,1.27164108847493,2353,2855,7348,1445,577836
200917,2013-12-31,2.74012331225323,2.98158896426319,4821,8043,18627,1405,624734
200918,2013-12-31,2.22391145123621,2.43702241264885,3920,6221,14578,1422,598189
200919,2013-12-31,1.76656838942395,2.28130110848628,3236,5888,12554,1372,550300
200920,2013-12-31,1.92170567241312,3.81571986951538,4188,12026,20774,1331,544432
200921,2013-12-31,1.86110425685729,4.21315231992414,4496,12461,22394,1314,531526
200922,2013-12-31,1.68422773140478,3.17832237349422,3865,8615,17105,1305,538177
200923,2013-12-31,1.73930292858566,2.50971623923315,3072,5660,12392,1296,493761
200924,2013-12-31,1.83001431081168,2.06631768005045,2623,4740,10780,1280,521701
200925,2013-12-31,1.581280179284,1.71804602278495,2299,3700,8801,1279,512268
200926,2013-12-31,1.49172467570645,1.55964671543277,2145,2893,7422,1237,475877
200927,2013-12-31,1.38899504262634,1.30856286926854,1701,2481,6290,1246,480680
200928,2013-12-31,1.34702058135752,1.18694598241473,1581,2437,5964,1248,502466
200929,2013-12-31,1.16056441078711,1.1379623033865,1608,2285,5735,1248,503971
200930,2013-12-31,1.20850078834848,1.1500522844604,1519,2199,5587,1254,485804
200931,2013-12-31,1.15544127671425,1.11261894311268,1651,2082,5526,1230,496666
200932,2013-12-31,1.14517885143283,1.16141884000403,1645,2321,5877,1234,506019
200933,2013-12-31,1.46639614432285,1.64107138596288,2167,4210,8941,1286,544827
200934,2013-12-31,2.3801716181174,2.4716597952849,2883,8253,14556,1320,588916
200935,2013-12-31,3.4468130993167,3.71969364359237,3713,13114,21350,1358,573972
200936,2013-12-31,4.05314873784874,3.94974798713588,4087,13407,22561,1367,571201
200937,2013-12-31,4.26620869255677,4.08756356708893,4445,15326,26091,1380,638302
200938,2013-12-31,4.21579403010223,4.01897236319651,4462,14152,24454,1313,608464
200939,2013-12-31,4.88609794072285,4.6036164087208,4974,16291,27919,1331,606458
200940,2013-12-31,6.06922886681801,5.66086706432251,9302,27406,48420,2056,855346
200941,2013-12-31,7.09466802852612,6.81522217746091,11527,32585,58196,2134,853912
200942,2013-12-31,7.71510229753135,7.61889213445467,13187,39364,69068,2162,906536
200943,2013-12-31,7.55134381192465,7.38835858754422,13174,36860,66411,2167,898860
200944,2013-12-31,6.67117818911313,6.33927231286655,12161,30860,57017,2197,899425
200945,2013-12-31,5.20632628751353,4.94349498118813,10151,21112,42729,2191,864348
200946,2013-12-31,4.04477479873624,3.80996119744316,8979,14652,32520,2157,853552
200947,2013-12-31,3.49721728420123,3.44105879673017,7716,8237,22508,2146,654101
200948,2013-12-31,2.69022729135581,2.6677306488245,7195,7988,21730,2122,814550
200949,2013-12-31,2.47118784478882,2.47182503188111,6490,7218,19325,2093,781811
200950,2013-12-31,2.44772749268797,2.34499952635979,6275,5785,17081,2014,728401
200951,2013-12-31,2.64593841632028,2.71434983173825,6078,4127,14575,1934,536961
200952,2013-12-31,2.6156703984032,2.67667182697039,6598,3726,15613,1937,583299
201001,2013-12-31,1.90711760430302,1.98283823623218,4998,3961,14299,1996,721138
201002,2013-12-31,1.86737529968374,1.82748623353375,4877,4614,14088,2016,770895
201003,2013-12-31,1.88072330631514,1.92605625070969,5399,5079,14757,2053,766177
201004,2013-12-31,1.96908433236079,1.92494717278953,5333,5655,15122,2026,785580
201005,2013-12-31,2.11386811062075,2.0887684250423,5816,6142,16037,1996,767773
201006,2013-12-31,2.09694583121344,2.03434082648651,5496,5577,15381,1977,756068
201007,2013-12-31,1.90294345645018,1.97649460514715,5388,5536,15065,1954,762208
201008,2013-12-31,1.96951462278194,1.99361774638287,5040,6207,16087,1990,806925
201009,2013-12-31,1.92331036712421,1.85382596354543,4281,5685,14486,1953,781411
201010,2013-12-31,1.89658616483482,1.86730358448397,4612,5270,14354,1946,768702
201011,2013-12-31,1.75180555050134,1.69986766366336,4063,4466,12601,1933,741293
201012,2013-12-31,1.52631922263178,1.49740820329748,3625,4108,11191,1917,747358
201013,2013-12-31,1.49571988362904,1.45111877208932,3408,3733,10359,1875,713863
201014,2013-12-31,1.22313021684613,1.20714782732567,3090,2933,8813,1850,730068
201015,2013-12-31,1.17754240902,1.1741508052025,3117,3110,8801,1831,749563
201016,2013-12-31,1.09111851417293,1.16206676116624,2921,3044,8362,1765,719580
201017,2013-12-31,1.11957937083649,1.17213431214881,3081,2972,8440,1755,720054
201018,2013-12-31,1.08168511952067,1.12167653365951,2781,2901,7914,1710,705551
201019,2013-12-31,1.12497482672273,1.14981162628807,2851,2645,7697,1664,669414
201020,2013-12-31,1.0619697897527,1.13327579756352,2816,2553,7603,1624,670887
201021,2013-12-31,1.08908766932167,1.08171331519166,2636,2188,6853,1497,633532
201022,2013-12-31,1.17760142013009,1.19958601095361,2413,2172,6595,1421,549773
201023,2013-12-31,0.974930395182935,0.95280825954795,2147,1831,5755,1435,604004
201024,2013-12-31,0.987131780132296,0.916032112818763,1975,1784,5316,1405,580329
201025,2013-12-31,0.99599053755025,0.926582172934212,2027,1779,5334,1384,575664
201026,2013-12-31,0.904726272396402,0.869619711871655,1754,1541,4718,1347,542536
201027,2013-12-31,0.941927007840111,0.903133146199371,1753,1566,4691,1353,519414
201028,2013-12-31,0.880415229455867,0.773775692770479,1458,1450,4234,1284,547187
201029,2013-12-31,0.842614661882896,0.742774403429925,1323,1335,3950,1265,531790
201030,2013-12-31,0.858382365250436,0.730934475995922,1290,1279,3850,1250,526723
201031,2013-12-31,0.833830394847588,0.786881828762007,1381,1357,4077,1241,518121
201032,2013-12-31,0.847436542815637,0.763050679663405,1378,1307,4008,1212,525260
201033,2013-12-31,0.888273269260976,0.841043206314339,1485,1592,4518,1225,537190
201034,2013-12-31,0.76537228790335,0.791572794251964,1520,1592,4420,1235,558382
201035,2013-12-31,0.91858044292525,0.912731760403811,1564,1866,5007,1170,548573
201036,2013-12-31,1.01431787184839,1.03397647058824,1850,1959,5493,1198,531250
201037,2013-12-31,1.01232561233888,0.934009119726069,1720,2118,5510,1210,589930
201038,2013-12-31,1.11803281725652,1.08188875532238,2134,2510,6741,1206,623077
201039,2013-12-31,1.11805942184768,1.06562601148547,1995,2383,6387,1254,599366
201040,2017-10-24,1.10939,1.13505,2627,3142,8473,1838,746485
201041,2017-10-24,1.24341,1.25256,2953,3522,9347,1875,746230
201042,2017-10-24,1.25726,1.2457,3044,3641,9684,1907,777397
201043,2017-10-24,1.25734,1.26774,3226,3822,9904,1929,781234
201044,2017-10-24,1.43414,1.43723,3451,4397,11020,1947,766753
201045,2017-10-24,1.51838,1.53341,3927,4679,11807,1940,769982
201046,2017-10-24,1.61617,1.69445,4416,5322,13336,1921,787038
201047,2017-10-24,1.84378,1.9915,4598,4145,12079,1938,606527
201048,2017-10-24,1.72535,1.81305,5045,4978,13997,1964,772016
201049,2017-10-24,1.87923,2.01426,5060,5867,14958,1936,742606
201050,2017-10-24,2.3371,2.55659,6300,7194,18022,1916,704923
201051,2017-10-24,3.03533,3.38185,7295,7071,19899,1840,588406
201052,2017-10-24,3.136,3.43172,7478,5764,20346,1887,592880
201101,2017-10-24,2.53336,2.69151,6584,6342,20026,1923,744043
201102,2017-10-24,2.91288,2.91063,6238,7773,20721,1921,711908
201103,2017-10-24,3.44497,3.49232,7247,11243,26257,1964,751850
201104,2017-10-24,4.16185,4.0037,8007,15291,31975,1947,798637
201105,2017-10-24,4.55159,4.43534,8195,16366,34284,1970,772974
201106,2017-10-24,4.46504,4.24215,8036,16516,34456,1961,812230
201107,2017-10-24,4.55124,4.39719,8172,17493,36567,1910,831600
201108,2017-10-24,4.0822,3.90256,7839,13718,31277,1908,801449
201109,2017-10-24,3.38812,3.15073,6376,10496,24627,1860,781629
201110,2017-10-24,2.99142,2.72422,5691,8427,20377,1829,747993
201111,2017-10-24,2.61542,2.33336,5363,6702,17309,1823,741807
201112,2017-10-24,2.09065,1.925,4400,5489,14031,1790,728883
201113,2017-10-24,1.86146,1.75243,4189,5025,12957,1770,739375
201114,2017-10-24,1.61377,1.57704,3701,4557,11498,1723,729089
201115,2017-10-24,1.42199,1.35766,3164,3562,9391,1681,691707
201116,2017-10-24,1.3382,1.31223,3139,3064,8695,1651,662612
201117,2017-10-24,1.19995,1.14937,2895,2673,7830,1612,681240
201118,2017-10-24,1.14889,1.11451,2532,2553,7307,1585,655627
201119,2017-10-24,1.12194,1.10984,2551,2595,7236,1556,651983
201120,2017-10-24,1.06712,1.0524,2353,2280,6530,1516,620485
201121,2017-10-24,1.05058,1.03536,2213,2110,6072,1381,586460
201122,2017-10-24,1.15203,1.11777,2249,1980,5946,1357,531954
201123,2017-10-24,0.970975,0.982949,2040,1760,5547,1296,564322
201124,2017-10-24,0.894683,0.925194,1812,1599,4989,1279,539238
201125,2017-10-24,0.843568,0.835531,1604,1422,4448,1251,532356
201126,2017-10-24,0.815409,0.832393,1472,1462,4218,1225,506732
201127,2017-10-24,0.823052,0.855591,1423,1269,4009,1211,468565
201128,2017-10-24,0.674635,0.706949,1255,1206,3721,1220,526346
201129,2017-10-24,0.631883,0.694387,1243,1184,3597,1203,518011
201130,2017-10-24,0.641513,0.687976,1251,1188,3538,1179,514262
201131,2017-10-24,0.529813,0.644743,1088,1125,3202,1175,496632
201132,2017-10-24,0.644089,0.67533,1207,1223,3523,1175,521671
201133,2017-10-24,0.667718,0.72823,1342,1358,3874,1191,531975
201134,2017-10-24,0.705668,0.806526,1505,1600,4444,1195,551005
201135,2017-10-24,0.804155,0.860408,1528,1781,4717,1200,548228
201136,2017-10-24,0.907804,0.936075,1622,1809,4813,1184,514168
201137,2017-10-24,1.00555,0.966683,1788,2206,5567,1196,575887
201138,2017-10-24,1.03601,0.996007,1816,2264,5822,1201,584534
201139,2017-10-24,1.07583,1.10846,2248,2514,6708,1213,605162
201140,2017-10-24,1.16092,1.20345,3106,3485,9365,1850,778182
201141,2017-10-24,1.19785,1.23777,3317,3667,9803,1883,791987
201142,2017-10-24,1.27926,1.25259,3324,3837,9958,1905,794995
201143,2017-10-24,1.29194,1.30546,3453,4035,10298,1900,788840
201144,2017-10-24,1.42824,1.45295,3634,4658,11396,1925,784334
201145,2017-10-24,1.39803,1.44089,3949,4348,11496,1946,797839
201146,2017-10-24,1.45831,1.46221,3923,4361,11721,1900,801594
201147,2017-10-24,1.56548,1.65573,4125,3340,10377,1918,626731
201148,2017-10-24,1.34313,1.46606,4237,3955,11479,1904,782984
201149,2017-10-24,1.48139,1.51811,3995,4040,11187,1898,736905
201150,2017-10-24,1.63398,1.66429,4579,4097,12137,1872,729258
201151,2017-10-24,1.83126,1.85274,5016,3535,11958,1851,645424
201152,2017-10-24,2.10451,2.12413,5243,3184,12356,1821,581697
201201,2017-10-24,1.73625,1.76709,4514,3393,11992,1891,678631
201202,2017-10-24,1.55066,1.5434,4059,3636,11543,1883,747894
201203,2017-10-24,1.62891,1.64762,4364,4030,11939,1887,724623
201204,2017-10-24,1.76038,1.6843,4766,4802,13209,1891,784244
201205,2017-10-24,1.92728,1.86354,5218,5336,14448,1885,775298
201206,2017-10-24,1.91994,1.86408,5028,5555,14624,1875,784516
201207,2017-10-24,2.09951,2.01839,5277,5994,15929,1884,789193
201208,2017-10-24,2.23973,2.10385,5246,5990,16137,1853,767022
201209,2017-10-24,2.21921,2.09555,5219,6239,16518,1826,788242
201210,2017-10-24,2.16693,2.10398,4811,6493,15763,1816,749198
201211,2017-10-24,2.38913,2.2941,5175,6768,17150,1819,747570
201212,2017-10-24,1.96466,1.92223,4422,5683,14524,1780,755579
201213,2017-10-24,1.84229,1.74239,3807,5256,13017,1753,747079
201214,2017-10-24,1.68674,1.67601,3582,4631,11930,1729,711808
201215,2017-10-24,1.53136,1.49637,3253,4059,10732,1707,717202
201216,2017-10-24,1.37912,1.38202,3001,4020,10123,1699,732480
201217,2017-10-24,1.29515,1.28926,2638,3802,9370,1675,726772
201218,2017-10-24,1.39521,1.35803,2509,3671,8999,1564,662649
201219,2017-10-24,1.32522,1.30833,2524,3468,8576,1546,655492
201220,2017-10-24,1.23059,1.26692,2465,3087,8062,1503,636347
201221,2017-10-24,1.23028,1.27731,2545,3011,7878,1415,616765
201222,2017-10-24,1.26877,1.2991,2480,2601,7153,1409,550614
201223,2017-10-24,1.10782,1.16297,2336,2352,6765,1365,581700
201224,2017-10-24,1.09559,1.08612,2231,2024,6133,1289,564670
201225,2017-10-24,1.11031,1.0568,2259,1974,6048,1295,572296
201226,2017-10-24,1.10616,1.07871,2168,1850,5786,1260,536380
201227,2017-10-24,1.10816,1.04662,1911,1706,5291,1271,505533
201228,2017-10-24,0.999444,0.928152,1913,1751,5185,1240,558637
201229,2017-10-24,0.924199,0.901936,1818,1640,4931,1223,546713
201230,2017-10-24,0.949257,0.915356,1752,1721,5103,1250,557488
201231,2017-10-24,0.978903,0.952548,1728,1706,5159,1240,541600
201232,2017-10-24,0.925024,0.916661,1660,1718,5026,1248,548294
201233,2017-10-24,0.848456,0.901787,1721,1755,5051,1238,560110
201234,2017-10-24,1.04451,1.03315,2098,2128,6141,1238,594395
201235,2017-10-24,1.0986,1.05238,1958,2335,6318,1238,600354
201236,2017-10-24,1.22071,1.12713,1886,2294,6296,1242,558585
201237,2017-10-24,1.24976,1.1866,2176,2870,7382,1252,622114
201238,2017-10-24,1.22892,1.21415,2295,2972,7656,1268,630563
201239,2017-10-24,1.29393,1.25198,2421,2867,7807,1248,623572
201240,2017-10-24,1.23034,1.20559,2773,3691,9395,1932,779285
201241,2017-10-24,1.3278,1.31929,2960,4007,10158,1940,769959
201242,2017-10-24,1.33995,1.32737,3202,4233,10585,1968,797444
201243,2017-10-24,1.37842,1.36688,3346,4268,10913,1958,798388
201244,2017-10-24,1.50085,1.50535,3326,4422,11061,1929,734781
201245,2017-10-24,1.65163,1.61273,3733,5145,12674,1974,785871
201246,2017-10-24,1.76746,1.75208,4034,5526,13623,1966,777534
201247,2017-10-24,2.30609,2.33365,4651,5387,14650,1968,627772
201248,2017-10-24,2.16324,2.2268,5102,7018,18521,2006,831730
201249,2017-10-24,2.83038,2.97657,6486,10857,24877,2006,835762
201250,2017-10-24,3.43761,3.62552,7446,12945,29432,1977,811800
201251,2017-10-24,4.30554,4.5532,8546,13971,34332,1908,754019
201252,2017-10-24,6.06082,6.02598,9709,11391,36588,1905,607171
201301,2017-10-24,4.64931,4.96368,8444,9108,34103,1982,687051
201302,2017-10-24,4.32584,4.69072,8297,13424,39896,1995,850531
201303,2017-10-24,4.51113,4.70473,8633,15992,39441,2008,838326
201304,2017-10-24,4.2171,4.1646,7441,13439,32426,1978,778610
201305,2017-10-24,3.78956,3.69533,6609,12653,29808,1963,806640
201306,2017-10-24,3.29206,3.2363,5757,10816,24987,1931,772086
201307,2017-10-24,3.0197,2.89421,5289,9395,22321,1926,771229
201308,2017-10-24,2.71499,2.71742,5099,8415,20519,1940,755092
201309,2017-10-24,2.4845,2.52297,4633,7981,19231,1893,762238
201310,2017-10-24,2.57808,2.55227,4791,7709,18829,1884,737736
201311,2017-10-24,2.39237,2.43225,4480,7065,17392,1846,715059
201312,2017-10-24,2.06778,2.10851,3957,6095,15254,1825,723449
201313,2017-10-24,1.90281,1.94725,3830,5204,13714,1811,704276
201314,2017-10-24,1.65902,1.74859,3516,4299,12273,1769,701881
201315,2017-10-24,1.43006,1.49713,3110,3929,10818,1742,722583
201316,2017-10-24,1.27757,1.32313,2707,3509,9188,1732,694415
201317,2017-10-24,1.19009,1.22647,2588,3364,8589,1711,700300
201318,2017-10-24,1.09556,1.19614,2439,3142,7986,1675,667648
201319,2017-10-24,1.08589,1.19049,2422,2877,7704,1630,647130
201320,2017-10-24,1.07343,1.17426,2431,2583,7317,1582,623114
201321,2017-10-24,1.01677,1.13342,2230,2219,6589,1489,581338
201322,2017-10-24,1.04847,1.14306,2109,2094,6190,1486,541528
201323,2017-10-24,0.920349,1.00881,1983,1779,5638,1421,558875
201324,2017-10-24,0.920779,1.02358,1969,1713,5539,1419,541138
201325,2017-10-24,0.904333,1.00138,1877,1766,5474,1405,546643
201326,2017-10-24,0.83057,0.909498,1703,1581,4915,1389,540408
201327,2017-10-24,0.862837,0.950042,1594,1489,4506,1357,474295
201328,2017-10-24,0.732182,0.829299,1576,1491,4510,1362,543833
201329,2017-10-24,0.724558,0.802109,1432,1405,4186,1341,521874
201330,2017-10-24,0.740848,0.806333,1416,1464,4233,1325,524969
201331,2017-10-24,0.726037,0.796937,1216,1284,3886,1290,487617
201332,2017-10-24,0.755639,0.779136,1367,1338,4075,1299,523015
201333,2017-10-24,0.761847,0.797653,1364,1366,4168,1276,522533
201334,2017-10-24,0.779896,0.825485,1331,1561,4317,1265,522965
201335,2017-10-24,0.899138,0.935469,1499,1814,5053,1260,540157
201336,2017-10-24,0.999524,1.04345,1681,2035,5626,1317,539175
201337,2017-10-24,1.0558,1.09107,1926,2437,6374,1307,584196
201338,2017-10-24,1.0967,1.20108,2175,2683,7110,1290,591969
201339,2017-10-24,1.24709,1.26179,2393,2963,7963,1364,631088
201340,2017-10-24,1.15746,1.13249,2974,3769,9677,1960,854487
201341,2017-10-24,1.27184,1.21121,3276,3925,10420,1990,860298
201342,2017-10-24,1.31623,1.25682,3483,3880,10658,2018,848016
201343,2017-10-24,1.37444,1.37097,3930,4484,12036,2027,877917
201344,2017-10-24,1.46781,1.42956,4045,4642,12502,2028,874537
201345,2017-10-24,1.5834,1.53588,4434,5062,13498,2017,878845
201346,2017-10-24,1.60253,1.60267,4643,5000,13927,2054,868987
201347,2017-10-24,1.72344,1.73267,4835,5579,15168,2012,875411
201348,2017-10-24,2.11076,2.09858,4937,4313,13975,2042,665926
201349,2017-10-24,2.1708,2.21374,5549,6579,18920,2055,854664
201350,2017-10-24,2.36971,2.41674,5501,7046,19398,2054,802651
201351,2017-10-24,3.15997,3.03071,6555,8406,24697,2009,814891
201352,2017-10-24,4.59053,4.38724,7814,7485,26988,2007,615148
201401,2017-10-24,4.28195,4.2112,7488,6726,28654,2033,680424
201402,2017-10-24,3.56288,3.46492,6233,7881,28147,2059,812343
201403,2017-10-24,3.36378,3.31698,6007,9517,28370,2049,855297
201404,2017-10-24,3.39659,3.2407,5878,8858,25502,2062,786928
201405,2017-10-24,3.11922,2.88598,5133,8714,23484,2051,813726
201406,2017-10-24,2.83572,2.62172,4729,7711,21085,2051,804244
201407,2017-10-24,2.48484,2.34067,4210,6717,18195,2018,777340
201408,2017-10-24,2.2741,2.12059,4250,6121,17234,2025,812700
201409,2017-10-24,2.07244,1.91094,3953,5875,15914,1978,832786
201410,2017-10-24,1.98207,1.9023,3775,5575,15044,1944,790831
201411,2017-10-24,1.82441,1.76619,3616,5022,14024,1904,794024
201412,2017-10-24,1.82036,1.85791,3798,5611,14926,1922,803374
201413,2017-10-24,1.75391,1.82094,3523,5812,14661,1887,805133
201414,2017-10-24,1.74542,1.83453,3582,5659,14637,1866,797863
201415,2017-10-24,1.67236,1.75446,3574,5587,14206,1845,809707
201416,2017-10-24,1.51659,1.51636,3130,4279,11723,1810,773101
201417,2017-10-24,1.44778,1.40334,2846,3770,10814,1771,770592
201418,2017-10-24,1.29028,1.2593,2501,3591,9648,1746,766139
201419,2017-10-24,1.37388,1.32482,2789,3615,9775,1714,737834
201420,2017-10-24,1.34208,1.27576,2544,3256,9033,1660,708049
201421,2017-10-24,1.34563,1.29483,2733,3068,8797,1570,679395
201422,2017-10-24,1.21291,1.2261,2528,2459,7658,1554,624582
201423,2017-10-24,1.19291,1.14538,2383,2349,7229,1461,631143
201424,2017-10-24,1.14146,1.0678,2227,2181,6783,1461,635233
201425,2017-10-24,1.06503,1.07269,2159,2009,6369,1392,593740
201426,2017-10-24,1.12669,1.01298,2049,1917,6038,1411,596063
201427,2017-10-24,0.947353,0.994705,1865,1688,5352,1388,538049
201428,2017-10-24,0.944187,0.880862,1758,1623,5295,1394,601116
201429,2017-10-24,0.934822,0.858173,1582,1621,5083,1376,592305
201430,2017-10-24,0.81736,0.805152,1455,1450,4765,1372,591814
201431,2017-10-24,0.852792,0.818781,1450,1655,4942,1378,603580
201432,2017-10-24,0.746994,0.783735,1460,1528,4744,1382,605307
201433,2017-10-24,0.761098,0.848703,1528,1631,4980,1369,586778
201434,2017-10-24,0.767627,0.834146,1569,1813,5305,1371,635980
201435,2017-10-24,0.862176,0.905981,1684,2184,5799,1353,640080
201436,2017-10-24,0.984907,1.04506,1753,2258,6050,1352,578913
201437,2017-10-24,1.16287,1.16816,2300,3316,8130,1401,695966
201438,2017-10-24,1.22731,1.27649,2535,3650,8888,1405,696282
201439,2017-10-24,1.2071,1.29758,2522,3447,8874,1407,683887
201440,2017-10-24,1.16191,1.20612,2958,3994,10150,1937,841540
201441,2017-10-24,1.30905,1.32485,3055,4437,10977,1960,828544
201442,2017-10-24,1.37072,1.41192,3442,4728,11941,2000,845727
201443,2017-10-24,1.43373,1.42547,3455,4955,12292,2008,862314
201444,2017-10-24,1.42791,1.43909,3632,5102,12313,2053,855608
201445,2017-10-24,1.61605,1.61532,4277,5799,13853,2058,857601
201446,2017-10-24,1.65976,1.66473,4424,5816,14062,1997,844700
201447,2017-10-24,2.05459,2.0058,4740,7322,16674,2058,831289
201448,2017-10-24,2.53541,2.62227,5432,6848,17602,2067,671251
201449,2017-10-24,2.54253,2.60749,6185,9106,22905,2097,878430
201450,2017-10-24,3.60563,3.4178,7424,13050,29172,2069,853532
201451,2017-10-24,4.90976,4.46555,9270,16418,37382,2016,837119
201452,2017-10-24,5.98221,6.11497,10363,13951,40533,1984,662849
201453,2017-10-24,5.47421,5.30979,9732,9406,36891,1983,694773
201501,2017-10-24,4.21374,4.07898,7160,9589,31483,1958,771835
201502,2017-10-24,4.21022,3.93762,7044,11966,31204,1971,792459
201503,2017-10-24,4.25968,4.15076,7840,13949,33221,1966,800359
201504,2017-10-24,3.97761,3.87899,7118,13159,30621,1955,789407
201505,2017-10-24,3.63443,3.45794,6656,12093,28151,1950,814097
201506,2017-10-24,3.26527,3.06359,6429,10328,25218,1917,823153
201507,2017-10-24,2.93083,2.82646,5537,8164,21109,1907,746836
201508,2017-10-24,2.54474,2.3599,4823,7280,19178,1934,812660
201509,2017-10-24,2.47227,2.33472,4639,7116,18441,1912,789858
201510,2017-10-24,2.35665,2.21286,4710,6748,17833,1907,805881
201511,2017-10-24,2.17008,2.07619,4559,6084,16695,1883,804117
201512,2017-10-24,2.04297,2.01267,4418,6003,16122,1848,801027
201513,2017-10-24,1.954,1.94192,4174,5623,14975,1819,771143
201514,2017-10-24,1.72287,1.74809,3903,4634,13733,1820,785602
201515,2017-10-24,1.53694,1.50367,3448,4214,12044,1813,800974
201516,2017-10-24,1.38283,1.43494,3182,4011,10860,1768,756827
201517,2017-10-24,1.46265,1.45673,3203,4280,11095,1753,761638
201518,2017-10-24,1.38934,1.42836,3106,4079,10694,1735,748690
201519,2017-10-24,1.3468,1.35297,2805,3641,9671,1688,714799
201520,2017-10-24,1.25452,1.33093,2754,3296,9024,1622,678023
201521,2017-10-24,1.21636,1.28422,2593,2714,7913,1579,616171
201522,2017-10-24,1.16734,1.13889,2211,2345,6946,1505,609891
201523,2017-10-24,1.04654,1.10343,2109,2284,6744,1455,611184
201524,2017-10-24,0.943661,0.970748,1734,2046,5850,1459,602628
201525,2017-10-24,0.935046,0.998681,1897,1921,5913,1445,592081
201526,2017-10-24,0.934726,0.978057,1678,1701,5232,1417,534938
201527,2017-10-24,0.864118,0.866431,1546,1675,5116,1428,590468
201528,2017-10-24,0.806535,0.827757,1487,1609,4870,1411,588337
201529,2017-10-24,0.742747,0.797572,1383,1498,4626,1401,580010
201530,2017-10-24,0.737859,0.811221,1415,1459,4605,1352,567663
201531,2017-10-24,0.743224,0.821165,1392,1590,4753,1364,578812
201532,2017-10-24,0.805251,0.819435,1330,1667,4750,1340,579668
201533,2017-10-24,0.816943,0.848041,1429,1815,5173,1356,609994
201534,2017-10-24,0.814518,0.888524,1687,2033,5648,1362,635661
201535,2017-10-24,0.86067,0.962826,1636,2292,5963,1354,619323
201536,2017-10-24,0.886704,1.02252,1714,2169,5970,1349,583853
201537,2017-10-24,1.00845,1.08392,1993,2744,7062,1369,651524
201538,2017-10-24,1.06625,1.17724,2178,2947,7704,1367,654414
201539,2017-10-24,1.05995,1.1716,2170,2746,7626,1332,650904
201540,2017-10-24,1.22559,1.24325,2849,3693,10049,1963,808287
201541,2017-10-24,1.31066,1.3234,3016,4007,10715,1976,809660
201542,2017-10-24,1.3711,1.40399,3263,4360,11584,1995,825079
201543,2017-10-24,1.39171,1.37629,3141,4148,11164,1999,811165
201544,2017-10-24,1.43712,1.46866,3563,4783,12423,2048,845875
201545,2017-10-24,1.50165,1.533,3746,4725,12676,2028,826877
201546,2017-10-24,1.59805,1.60841,3960,5076,13484,2023,838344
201547,2017-10-24,1.89668,1.90047,3974,4073,12158,2000,639738
201548,2017-10-24,1.67728,1.73645,4469,5076,14617,2040,841777
201549,2017-10-24,1.78296,1.81945,4575,5384,14986,2020,823657
201550,2017-10-24,1.87336,1.96571,5135,5105,15396,2000,783227
201551,2017-10-24,2.32148,2.42021,5377,4317,14839,1978,613128
201552,2017-10-24,2.40991,2.41083,5700,4011,15679,1949,650356
201601,2017-10-24,1.94328,1.98859,4775,4494,15654,2004,787192
201602,2017-10-24,1.99796,1.98985,4574,5362,15517,2005,779809
201603,2017-10-24,2.11829,2.1071,4804,5380,15661,2008,743249
201604,2017-10-24,2.25112,2.19256,5088,6882,18143,2026,827482
201605,2017-10-24,2.37116,2.30014,5135,7353,18944,2007,823602
201606,2017-10-24,2.80035,2.67574,5645,8434,21774,2000,813755
201607,2017-10-24,3.16475,3.02427,5997,9325,24681,1993,816098
201608,2017-10-24,3.15183,3.11328,6299,10127,26423,1956,848718
201609,2017-10-24,3.3321,3.32788,6619,11415,28468,1952,855439
201610,2017-10-24,3.56024,3.5918,6660,11856,30481,1922,848628
201611,2017-10-24,3.05479,3.09262,5574,9334,24894,1898,804948
201612,2017-10-24,2.76732,2.78803,5187,8489,21940,1900,786936
201613,2017-10-24,2.44161,2.52371,4581,7392,19603,1832,776752
201614,2017-10-24,2.03348,2.12928,3707,6403,16769,1813,787543
201615,2017-10-24,1.98593,2.05142,3572,6595,16261,1805,792672
201616,2017-10-24,1.91514,1.98957,3515,6357,15437,1774,775895
201617,2017-10-24,1.69968,1.7858,3157,5557,13836,1759,774777
201618,2017-10-24,1.57635,1.60144,2772,4729,11870,1742,741210
201619,2017-10-24,1.3935,1.4743,2871,4046,10707,1690,726244
201620,2017-10-24,1.29941,1.42286,2688,3630,9798,1626,688612
201621,2017-10-24,1.18379,1.38196,2612,3126,8787,1439,635835
201622,2017-10-24,1.13723,1.33712,2545,2620,7997,1482,598077
